Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Germany,DEU,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,8.33478257045847,8.54790960056878,8.75323668841822,8.93667800669526,9.07842506044253,9.16347008377062,9.18465748079916,9.16502782499533,9.08419552672614,8.91271857739942,8.63970934459155,8.27199786397576,7.79303522293197,7.26506871651315,6.78543675317016,6.41735767254416,6.16646128766331,6.04136085825077,6.01853958694471,6.05148554054416,6.10795748350461,6.19515996848776,6.31025664786141,6.44077479294511,..
Germany,DEU,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.62352948354171,6.81125705813067,6.97039784292533,7.11575261730834,7.2741384250056,7.4579907996997,7.63932160716173,7.83571921470898,8.02768148203439,8.1837959439054,8.28287474393272,8.34816352122743,8.36655741590719,8.32113470636066,8.18877736644168,7.95839914044265,7.62845772571647,7.20440341797498,6.74463956023608,6.33879133203238,6.04385865401145,5.86262165497933,5.79099568127276,5.80394737895084,..
Germany,DEU,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,7.22098050715488,7.41636349907846,7.59846046698352,7.77589001907344,7.96513211782759,8.17196914257428,8.37153332638384,8.57983818214105,8.77770864239836,8.93526452816146,9.03237393102798,9.08706000795185,9.08948914989487,9.02113218801528,8.85739545177115,8.58744282451262,8.19344462901713,7.70196818778803,7.17651492432585,6.71204780097067,6.36885022728394,6.14905016725615,6.04936088109977,6.04458116980646,..
Germany,DEU,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,5.72844150706351,5.80311376966258,5.95674704192592,6.16405194635542,6.3839561819465,6.58926298939454,6.7710230674907,6.93105811280464,7.07846445762715,7.23341170301105,7.40763053883428,7.60630548231292,7.81899238456524,8.02731158453053,8.2022544302455,8.3215866788801,8.36949513050906,8.37329225113998,8.31550302174312,8.17184297606807,7.93284433075848,7.61207039012796,7.19748036553984,6.74939570018218,..
Germany,DEU,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,6.32122919980404,6.36448725530588,6.48091632650651,6.65147054319845,6.84555939914436,7.04245785756474,7.23167270700409,7.41854263834769,7.60500946333398,7.79918337457728,8.00501666885233,8.22380125656104,8.4495735622904,8.66415072241678,8.84081451342579,8.95880174504971,8.98037217560162,8.95334314604542,8.85990215371311,8.67470411711634,8.38845883670719,8.00887558069114,7.53802034846079,7.0387567148982,..
Germany,DEU,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,6.24063265210176,6.03756414153068,5.85932168896953,5.72534727200539,5.65585934557221,5.66106971833778,5.73852839844678,5.90268668257454,6.12285293371477,6.35099343566081,6.55640784305155,6.74129397981593,6.90026223072932,7.04557797567051,7.20367960187755,7.38903897907472,7.57422564917747,7.7756430517051,7.97157800526831,8.12961975638233,8.22783142680233,8.27538310558711,8.27776092584749,8.21987382766453,..
Germany,DEU,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,6.78291014168939,6.56274086810576,6.36805666014045,6.21658470843688,6.12731916460646,6.11020691536564,6.15644343776913,6.28498872164917,6.47110164295088,6.67702006288637,6.87874150710381,7.06771027128723,7.25087197775237,7.43426148212016,7.632578619285,7.85197911275184,8.04520510044642,8.24729343037332,8.43791388830339,8.58636248436489,8.67082850046698,8.67624934009702,8.63709743241676,8.538107656837,..
Germany,DEU,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,7.02496870821606,7.0251923654622,6.86808963629357,6.60849211926002,6.33708710340049,6.11218155698598,5.90735358226551,5.74147734923881,5.62862895923801,5.58062303833945,5.60242034439713,5.68544720560785,5.84810418697152,6.06445819500147,6.2915716958108,6.49998263694542,6.6688220658506,6.81116280202242,6.94035968031912,7.08134401884231,7.24657497497464,7.42304818118066,7.61494969881694,7.80227641939722,..
Germany,DEU,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,7.38398981784043,7.3678034754433,7.20161671351933,6.94163532315645,6.6747353498594,6.45422875141329,6.24370684473104,6.07174712572626,5.95030066190361,5.89014656673879,5.89655964488268,5.94973926536612,6.07383026626379,6.25011622458991,6.44858707997942,6.64887646561051,6.81428519987158,6.97421608820066,7.13491316815624,7.30791597393808,7.49634999260154,7.65679964369564,7.82740813337024,7.98901721588715,..
Germany,DEU,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,5.40541626895227,5.63141507883762,5.98054975915754,6.37163682880532,6.68000315507752,6.83043897880613,6.81739742824774,6.66303742179977,6.41514761206726,6.15602152458493,5.94196859623802,5.75846555174651,5.60562868649047,5.49802285698018,5.45085200509608,5.47223783468076,5.5526117042302,5.71073997978274,5.91788435017243,6.12881946813179,6.31476173364978,6.46294054698203,6.58775271892033,6.70370944424601,..
Germany,DEU,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,5.43328953510829,5.68572885136857,6.04158232373255,6.42489570047528,6.72204703630551,6.8680504010708,6.84973659500302,6.70448055066992,6.47865403174785,6.24584035485405,6.05437886257758,5.88150236850967,5.73324743486547,5.6227025012842,5.56593157419444,5.57263021553346,5.61624745781073,5.72831957263617,5.88789657577132,6.06324060664036,6.23419871473599,6.3542632487585,6.47105109575952,6.59164299953576,..
Germany,DEU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.475169487334,15.6813150966735,15.8344196557779,15.9808376317077,16.1868802265912,16.4882328916289,16.8996432766835,17.3957855855051,17.9320261944035,18.4366908484009,18.8683245333634,19.3231838295421,19.7049478314074,20.0235137521453,20.3006080559174,20.5527504286253,20.7054506728733,20.8249891555947,20.9365796471194,21.0641625260475,21.2185907192979,21.288710112426,21.3714880478767,21.4619619953309,..
Germany,DEU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,8107388,8170750,8198391,8212475,8258164,8354057,8492849,8672739,8864339,9038396,9179877,9325328,9437677,9518102,9576597,9637405,9496505,9539840,9592377,9669884,9806374,9895020,9951656,10008212,..
Germany,DEU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,19.2693674998262,19.3797311926886,19.4331795210537,19.4800434654681,19.591722343989,19.8074940704557,20.1169654055171,20.5222378029184,20.9772848567411,21.40692150404,21.767465463329,22.1506363461325,22.4610544248003,22.7093303359184,22.9206910171832,23.1154454817437,23.2171323166306,23.292557917766,23.3709812208363,23.4779327129265,23.623208089631,23.6676927356501,23.739655583864,23.8288649227272,..
Germany,DEU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,4532423,4674563,4791364,4899396,5031333,5201170,5424074,5676897,5935815,6174953,6380724,6592525,6773046,6923437,7050239,7170004,7125218,7209553,7292826,7388925,7526372,7636022,7713291,7784757,..
Germany,DEU,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,11.4443328490907,11.7588686337974,12.0243485315307,12.28263920425,12.5944052725071,12.991471072759,13.5153887154005,14.1117037199256,14.7373594026663,15.3245848155266,15.8342573186066,16.368021250991,16.8281068652317,17.2236123817073,17.5725041965848,17.887249224573,18.0971800926571,18.2662654007278,18.41546404234,18.567293043879,18.7339675127962,18.8355226468617,18.9343464810566,19.0311187010646,..
Germany,DEU,"Population ages 65 and above, total",SP.POP.65UP.TO,12639817,12845323,12989730,13111829,13289468,13555225,13916844,14349522,14800050,15213268,15560598,15917753,16210546,16441327,16626666,16807408,16621297,16748669,16884431,17058285,17332748,17530969,17665031,17793207,..
Germany,DEU,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,5.32821770635859,5.21875098400398,5.10696567026591,5.02944888027122,5.04097580344633,5.16973314608087,5.3808243826307,5.72195938525476,6.10967385108948,6.41601758411914,6.56464426838257,6.56829600234462,6.4263366757353,6.18828232433149,5.93913266589479,5.73442845228789,5.55024513418027,5.40031481463383,5.29410120161716,5.24371543669421,5.25668424687584,5.30582354616956,5.4345678138267,5.6146791395995,..
Germany,DEU,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,4.57191145116261,4.61979009096801,4.61605722202342,4.61107903173493,4.67818824193111,4.85392631330371,5.09367641086212,5.43825923716838,5.81253484631517,6.10466292348871,6.25200901120447,6.26315653913665,6.14845409917561,5.95416117292874,5.75232645377055,5.58725205656081,5.41419365432843,5.2684751483294,5.15992479723064,5.10174615573112,5.10166968571651,5.10409649675731,5.16840839786709,5.27614470239883,..
Germany,DEU,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,5.17071502937534,5.2576524392094,5.22315561012057,5.11651417867123,5.00637141867352,4.92975206928213,4.82033760822001,4.71658913225497,4.65089754051802,4.67368637037597,4.81109565593147,5.04067477088732,5.3913322698929,5.78312188522974,6.09507843168945,6.25404364428845,6.23339502192597,6.08169858566226,5.84922811966914,5.61409015225899,5.42345583500259,5.20576480593292,5.02620615636901,4.89246869705453,..
Germany,DEU,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,3.11426019338153,3.29893211022378,3.46816796183101,3.62001750378341,3.74810719797427,3.84947901902465,3.88940108836413,3.89306997255186,3.90480595558081,3.9862364607979,4.16649205182062,4.42177200341189,4.76593153699646,5.13122304250955,5.419034705259,5.5741875564473,5.5574302532602,5.43594135222662,5.25485146018075,5.07492561703978,4.92956843100099,4.74538013549826,4.58000538812612,4.44348025810177,..
Germany,DEU,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,2.98950512505768,3.1430001056453,3.48648652328802,3.90917619281814,4.26667038715654,4.48767032174231,4.54202678539014,4.51035418054416,4.43306096961433,4.35808048139269,4.30932792782275,4.24229073800118,4.17307469023002,4.13538952244094,4.18431089012905,4.34836892969836,4.56743893308711,4.90002209042553,5.26509101537467,5.5489363760702,5.68918843000002,5.589845722526,5.38761008765983,5.13790973042687,..
Germany,DEU,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1.53607019455634,1.63216155829914,1.80211769885051,2.0075554932498,2.20645121117741,2.38200535628871,2.52999641827044,2.67350217407493,2.80746997536284,2.92022106920478,3.00772410809182,3.06837341081609,3.09614468845493,3.13213489843571,3.23271774675671,3.42332811880739,3.64717605299313,3.94383954529681,4.25158257515849,4.48508363311042,4.60178374534016,4.55078382460858,4.41580868838405,4.24114091825867,..
Germany,DEU,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,5.78092963903463,5.76032766382989,5.61657171737919,5.4249042137075,5.27770473471264,5.22033853335037,5.3737766292763,5.57333510486447,5.78365249551925,5.95913706815222,6.08239761119222,6.29937483489935,6.47031078894208,6.60253660391627,6.70216902946992,6.778604455469,6.86605322743721,6.91052242704442,6.96256088417529,7.07119074790307,7.25387957775258,7.56625866102167,7.8912715260085,8.18380735564631,..
Germany,DEU,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,2.22209100999026,2.20798487430644,2.13800564882573,2.04398717548185,1.96165862142427,1.90606038414191,2.00231479790384,2.10687233613044,2.21254862540749,2.31346436203525,2.40803214748974,2.61471929762639,2.81757654060468,3.00609326783331,3.16842529079852,3.30248149275746,3.47838013207532,3.618009354875,3.74910520977014,3.90553763799773,4.10094565073849,4.43526218999759,4.77012400667931,5.07035282230536,..
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,233.967490690347,234.652470709559,235.022979515829,235.078777720474,235.257731102069,235.596813297034,236.027300085985,236.451570830706,236.616427281328,236.592195429653,236.464680582636,236.225197866483,235.943361918146,235.522178240542,234.939637417171,234.606908225034,230.304633348634,230.750625466231,231.155712565925,232.108053883634,234.153668555637,235.712929356538,236.595494618731,237.30759674834,..
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.293904443716697,0.289474899455448,0.146313281561803,0.0151436508552808,0.0646345779052372,0.135431600393084,0.168225361337335,0.168128319406931,0.0553633035873241,-0.021709727650009,-0.0567782618352031,-0.112797497644931,-0.133718572600486,-0.190142844695674,-0.253383410163402,-0.153198446937304,-1.8537146287573,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,..
Germany,DEU,Population in largest city,EN.URB.LCTY,3471395,3462965,3442267,3412301,3392756,3384417,3388441,3391094,3390456,3388152,3391496,3401226,3413367,3425567,3437892,3450395,3462944,3475555,3488177,3500863,3513595,3526391,3539234,3552123,..
Germany,DEU,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,5.74943221500913,5.70261411592894,5.6443293344181,5.57866296671977,5.52777691787573,5.49152174732452,5.4738408611008,5.45412248336056,5.43543924161356,5.41844260763358,5.41251444076994,5.41997324550065,5.43240769520547,5.44814796571915,5.46762722652178,5.48200082261908,5.59078802761574,5.59989841553499,5.60419237869154,5.60044960204377,5.57164605332296,5.54525584413967,5.54203552537168,5.54186916592983,..
Germany,DEU,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7383559,7367007,7328811,7275566,7249421,7259533,7293731,7318274,7330437,7338962,7361593,7412641,7465881,7509892,7550115,7587097,7624368,7663849,7705441,7747444,7793307,7843290,7893815,7944887,..
Germany,DEU,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,9.03983250041067,8.99349593970352,8.93378613807552,8.86753776286928,8.82996290278946,8.83031241806196,8.85699774468526,8.87187237444446,8.88169889767846,8.89395859676626,8.92645155194613,8.9984952131526,9.07525252237937,9.14612486695759,9.21843996409039,9.27779631737215,9.49781328511773,9.52908992923827,9.55469427007213,9.56681258296546,9.5404949533284,9.52448909647829,9.55008627097315,9.58303125347759,..
Germany,DEU,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,..,..,..,..,..,4.041992392,..,..,..,..,..,..,..,..,..,4.043249379,..,..,..,..,..,..,..,..,..
Germany,DEU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42073970,42161317,42187593,42158403,42151293,42176244,42217345,42260203,42256846,42221838,42172464,42099593,42017960,41912739,41781451,41692491,40903005,40956600,41043963,41187119,41511610,41808130,41919970,42000374,..
Germany,DEU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.5119655733008,51.4696988696993,51.4264775166847,51.3831137064286,51.34125245339,51.3021167104539,51.2657970655154,51.2316323944022,51.1992097568209,51.1679010167665,51.1370923468635,51.1063443883674,51.075498614407,51.0445613462583,51.0137662489108,50.9831943412078,50.9536138788803,50.9246883906906,50.8942335778805,50.859282775511,50.8181326341287,50.7696483565604,50.7155708743438,50.6603673700529,..
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,39604081,39753514,39847178,39888792,39948950,40035264,40132580,40228292,40277330,40294422,40296958,40276858,40248412,40197358,40120856,40084439,39371978,39469223,39601642,39795381,40175001,40540539,40737032,40905408,..
Germany,DEU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.4880344266992,48.5303011303007,48.5735224833153,48.6168862935714,48.65874754661,48.6978832895461,48.7342029344846,48.7683676055978,48.8007902431791,48.8320989832335,48.8629076531365,48.8936556116326,48.924501385593,48.9554386537417,48.9862337510892,49.0168056587922,49.0463861211197,49.0753116093094,49.1057664221195,49.140717224489,49.1818673658713,49.2303516434396,49.2844291256562,49.3396326299471,..
Germany,DEU,"Population, total",SP.POP.TOTL,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,..
Germany,DEU,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,-1512379261.10041,12982224696.4603,12869509143.5328,56769327982.9897,28706429530.711,-27954347360.9944,76890620967.9181,13823426043.9609,25249417533.9528,-7881311243.18185,22064839908.324,35648298963.8871,76962834218.9183,-68625797941.1015,20837407671.2401,4762461883.98267,-5501286728.92996,-2528212392.54031,15293848772.6522,2678988701.14557,20275114012.9316,-8204766334.66676,-4043283914.81743,-41982532850.1832,-12820158173.566
Germany,DEU,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,-35771398369.015,-63014674393.8425,-1018564522.13372,-5358998999.74958,12369363443.2968,150965170813.807,-26672414993.4185,-63525963564.9354,-60618870480.9587,-19230789981.3492,35609482481.17,22428588179.0777,-215291612737.588,-44626567876.1823,119281056159.868,154086128031.025,-51469277114.6778,66830550587.3232,209538930526.72,177727786568.922,210028025491.195,220071199087.116,234358316322.534,184563219918.37,..
Germany,DEU,Power outages in firms in a typical month (number),IC.ELC.OUTG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Preprimary education, duration (years)",SE.PRE.DURS,..,..,..,..,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,..
Germany,DEU,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Present value of external debt (current US$),DT.DOD.PVLX.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,12.4,12,11.7,11.4,11.2,11,10.9,10.8,10.7,10.6,10.5,10.4,10.3,10.3,10.2,10.3,10.3,10.5,10.8,11.2,11.7,12.4,..,..,..
Germany,DEU,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,15.4,14.6,14,13.4,13,12.7,12.4,12.3,12.2,12.2,12.2,12.2,12.2,12.3,12.4,12.5,12.8,13.2,13.7,14.3,15.1,16.1,..,..,..
Germany,DEU,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,25.8,25.2,24.6,24,23.5,23,22.7,22.4,22.3,22.1,22.1,22,21.9,21.8,21.8,21.9,22,22.2,22.4,22.6,22.9,23.3,..,..,..
Germany,DEU,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,15.6,14.9,14.2,13.7,13.2,12.9,12.7,12.5,12.4,12.4,12.4,12.4,12.5,12.5,12.6,12.8,13,13.4,13.9,14.5,15.3,16.3,..,..,..
Germany,DEU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.136990712,3.824785275,3.606127156,..,..
Germany,DEU,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..,..,..,..,..,..,..,..,..,3.5,..,..,..,..,..,..,..,..,..,..,..,3.2,..,..,..
Germany,DEU,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.931980316,0.805209439,0.722603109,..,..
Germany,DEU,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,..,..,..,..,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,1.7,..,..,..
Germany,DEU,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,..,..
Germany,DEU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..
Germany,DEU,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,0.3,..,..,..
Germany,DEU,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,96.21008,96.77906,98.70239,..,101.05931,104.03802,105.54239,101.50632,100.52162,98.95947,96.76303,98.57838,103.75445,101.99357,102.28052,101.95521,101.3036,98.82685,98.30923,97.24284,98.98635,98.30188,99.11704,..,..
Germany,DEU,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,96.12769,96.61983,98.96884,..,101.84851,104.64141,106.03714,101.82626,100.83336,99.95716,96.99077,98.41904,103.32973,101.96518,102.48222,102.07263,101.81758,98.48815,98.48348,97.32043,98.85404,97.59335,98.51218,..,..
Germany,DEU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.1679,96.69756,98.83876,..,101.46328,104.34692,105.79571,101.67014,100.68124,99.47027,96.87964,98.4968,103.53698,101.97903,102.3838,102.01535,101.56688,98.65314,98.39869,97.28271,98.9183,97.9372,98.80514,..,..
Germany,DEU,"Primary education, duration (years)",SE.PRM.DURS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Germany,DEU,"Primary education, teachers",SE.PRM.TCHR,213489,223235,224517,221634,221318,239206,238345,235993,235179,232937,234107,238428,242969,239761,242329,241845,252845,250704,249602.84509,232750.02292,235570.80081,238361.10591,240170.00311,..,..
Germany,DEU,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,85.08167,80.92503,81.25264,..,81.52839,81.18191,82.03193,82.44185,82.82712,82.92242,83.65491,84.02201,84.03335,85.19984,84.96837,85.53784,84.43394,85.02138,85.67732,86.76722,86.80146,87.07704,87.29305,..,..
Germany,DEU,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,94834696692.8561,91151719748.3301,92911727291.8518,102704748954.731,113110233837.509,121601974113.284,108600918650.308,123854346911.621,150232550446.357,158507231268.687,183863880742.69,211166865102.056,286626220721.88,257190133797.856,179098064332.978,197440385956.133,211346920468.98,178796695982.479,171024759843.042,178323981775.721,148654721064.75,151843981665.854,163249793840.492,162309874174.689,..
Germany,DEU,"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,92410372687.559,93059683461.6774,90333368232.2277,91945554099.435,98155322258.6814,111591890229.075,95962727376.4424,102731066186.183,126506551007.202,177065745882.468,207475281061.956,262286641469.54,336026236245.379,290388170892.206,256091225571.516,266342276194.517,306628687505.201,263275601034.765,255532097173.722,253951536379.774,225477056918.232,235602863818.198,249200032723.367,267521522695.385,..
Germany,DEU,Primary school starting age (years),SE.PRM.AGES,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Germany,DEU,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,..,..,..,..,..,..,..,..,..,85.6,88.2,93.9,98.1,98.4,98.3,98.4,100,100,100,100,100,100,100,100,100
Germany,DEU,Procedures to build a warehouse (number),IC.WRH.PROC,..,..,..,..,..,..,..,..,..,..,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Germany,DEU,Procedures to register property (number),IC.PRP.PROC,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Germany,DEU,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,..,..,..,..,..,..,21.4,21.6,23.2,22.9,17.6,23.2,19.2,19.3,23.2,23.3,23.2,23.2,23.2,23.2,23.2
